Authors,Title,Citation,DOIorPMID,Publisher,Year,Country (primary),Institution,All entries I found myself,Problem Type,Cluster,Cat1,Cat2,Cat3,FINDINGS,Reported to journal and or institute,Reported on Pubpeer,"Reported to Pubpeer, journal and or institute",PubPeer  post date,PubPeer Identity,PubPeer url,Email to Editor,RT,Expression of concern,CR,Correction or Retraction Date,Survival,mBio Set 782
"Ming-Jyh Sheu, Yu-Ning Teng, Ying-Yi Chen, Chin-Chuan Hung",The Functional Influences of Common ABCB1 Genetic Variants on the Inhibition of P-glycoprotein by Antrodia cinnamomea Extracts,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e89622",10.1371/journal.pone.0089622,PLOS,2014,Taiwan,"China Medical University, Taichung",1,ImageDupl,"Ming-Jyh Sheu / China Medical University, Taichung cluster",,,1,duplicated lanes within same blot panel,1,1,1,3/12/2020,Elisabeth Bik,https://pubpeer.com/publications/A68E480F00F1DFFF0EDE8E8AB4643A,10/7/2015,1,,0,12/13/2022,2624,1
"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells,Cytokine 46 (2009) 96–99,10.1016/j.cyto.2008.12.021,Elsevier/ScienceDirect (10.1016),2009,Japan,"Pharmacology, School of Pharmacy, Hoshi University, Tokyo",1,ImageDupl,Miwa Misawa cluster,,,1,Duplicated lane within blot,1,1,1,12/17/2021,Elisabeth Bik,https://pubpeer.com/publications/F158012AF4C3B13876E659C30F2B82,10/4/2015,,,,,-42281,1
"Mohamed K. Hassan, Hidemichi Watari, Alaa-eldin Salah-eldin, Ahmed S. Sultan, Zainab Mohamed, Yoichiro Fujioka, Yusuke Ohba, Noriaki Sakuragi",Histone Deacetylase Inhibitors Sensitize Lung Cancer Cells to Hyperthermia: Involvement of Ku70/SirT-1 in Thermo-Protection,"PLOS ONE, April 2014 | Volume 9 | Issue 4 | e94213",10.1371/journal.pone.0094213,PLOS,2014,Japan,Hokkaido University,1,ImageDupl,Mohamed K Hassan with Noriaki Sakuragi at Hokkaido cluster,,,1,"Duplicated blot but different exposures, shifted blot, mirrored lanes within same panel",1,1,1,3/12/2020,Elisabeth Bik,https://pubpeer.com/publications/C02C3E1F9EE3DFE56D6E48AF5EBFDA,10/7/2015,1,,,8/6/2020,1765,1
"Prabuddha Dey, Monami Chakraborty, Maulik R. Kamdar, Mrinal K. Maiti",Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Responsible for the Enhanced Production of Stearate-Rich Storage Lipid in Candida tropicalis SY005,"PLOS One, 14 April 2014 | Volume 9 | Issue 4 | e94472",10.1371/journal.pone.0094472,PLOS,2014,India,"Advanced Laboratory for Plant Genetic Engineering, Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, Kharagpur",1,ImageDupl,Mrinal Maiti cluster,,,1,"Duplicated cells within microscopy panels, multiple cases, duplicated blots",1,1,1,Unclear; comments disappeared,Peer 1,https://pubpeer.com/publications/BCF76B0C5B84994CE8B921485C11AE,4/21/2014,1,,,10/23/2017,1281,1
"Christina Galloway, Munmun Chattopadhyay ",Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes,Cytokine 63 (2013) 1–5,10.1016/j.cyto.2013.04.009,Elsevier/ScienceDirect (10.1016),2013,USA,"Department of Neurology, University of Michigan, Ann Arbor",1,ImageDupl,Munmun Chattopadhyay / Ann Arbor cluster,,1,,"Duplicated control panel, stretched",1,1,1,12/17/2021,"Elisabeth Bik, secondary",https://pubpeer.com/publications/10AD2B0B26C3330EC43F767DA22547,10/4/2015,1,,,8/20/2018,1051,1
"Fang Liu, A. Jesse Gore, Julie L. Wilson, Murray Korc",DUSP1 Is a Novel Target for Enhancing Pancreatic Cancer Cell Sensitivity to Gemcitabine,"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e84982",10.1371/journal.pone.0084982,PLOS,2014,USA,Indiana University School of Medicine,1,ImageDupl,Murray Korc cluster,,1,,"duplicated, and mirrored blots",1,1,1,9/30/2017,Hedeoma Pulegioides,https://pubpeer.com/publications/D7DAF81A5267FA5691087EC0F1551D,4/30/2014,,1,0,5/21/2020,2213,1
"Myriam Chentouf, Caroline Guzman, Moustafa Hamze, Rene ́ Gross, Anne Dominique Lajoix, Sylvie Peraldi-Roux",Possible Protective Effect of Membrane Lipid Rafts against Interleukin-1b-Mediated Anti-Proliferative Effect in INS-1 Cells,"PLOS ONE, July 2014 | Volume 9 | Issue 7 | e102889",10.1371/journal.pone.0102889,PLOS,2014,France,"Faculte ́ de Pharmacie, Montpellier",1,ImageDupl,Myriam Chentouf cluster,,1,,"Duplicated bands, one darker",1,1,1,3/1/2021,"Elisabeth Bik, secondary",https://pubpeer.com/publications/2D5AB33982D08688E59FBB441DCFD2,10/7/2015,,,,,-42284,1
"Myriam Vilasco, Laudine Communal, Justine Hugon-Rodin, Fre ́de ́rique Penault-Llorca, Najat Mourra, Zherui Wu, Patricia Forgez, Anne Gompel, BRACAPS",Loss of glucocorticoid receptor activation is a hallmark of BRCA1-mutated breast tissue,Breast Cancer Res Treat (2013) 142:283–296,10.1007/s10549-013-2722-8,Springer,2013,France,INSERM-UPMC Universite ́ Paris,1,ImageDupl,Myriam Vilasco,,1,,"duplicated blot, stretched",1,1,1,12/17/2021,Elisabeth Bik,https://pubpeer.com/publications/58717339AE269B4B76EB79599EF93B,10/4/2015,,,1,3/8/2016,156,1
"Myung-Jeom Ryu, Vadim Anikin, Seok-Ho Hong, Hyesung Jeon, Yeon Gyu Yu, Myeong-Hee Yu, Sergey Chernysh, Cheolju Lee",Activation of NF-kappaB by alloferon through down-regulation of antioxidant proteins and IkappaBalpha,Mol Cell Biochem (2008) 313:91–102,10.1007/s11010-008-9746-0,Springer,2008,Korea,"Life Sciences Division, Korea Institute of Science, and Technology, Seongbuk, Seoul",1,ImageDupl,Myung-Jeom Ryu Wisconsin-Madison cluster,1,,,Duplicated blot panels,1,1,1,1/9/2021,Elisabeth Bik,https://pubpeer.com/publications/BE3EC738B2667671AB70F7E3D43EB1,10/4/2015,,1,,10/19/2022,2572,1
"Niranjan Awasthi, Margaret A. Schwarz, Roderich E. Schwarz",Enhancing cytotoxic agent activity in experimental pancreatic cancer through EMAP II combination therapy,Cancer Chemother Pharmacol (2011) 67:557–567,10.1007/s00280-010-1514-7,Springer,2011,USA,"Division of Surgical Oncology, Department of Surgery, University of Texas Southwestern Medical Center, Dallas, TX",1,ImageDupl,Niranjan Awasthi cluster,,1,,Multiple cases of duplicated FACS plots with different gate%s,1,1,1,4/13/2019,Anemone Sellowii,https://pubpeer.com/publications/DC4B20477B10C700F6A63FD5AEAA2D,4/12/2015,,,,,-42106,1
"Changhua Zhang, Niranjan Awasthi, Margaret A. Schwarz, Stefan Hinz, Roderich E. Schwarz",Superior Antitumor Activity of Nanoparticle Albumin-Bound Paclitaxel in Experimental Gastric Cancer,"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e58037",10.1371/journal.pone.0058037,PLOS,2013,USA,Texas Southwestern,1,ImageDupl,Niranjan Awasthi cluster,,1,,duplicated/shifted/rotated western blots,1,1,1,4/13/2019,Anemone Sellowii,https://pubpeer.com/publications/8AC454D5D80226E490EC964C863589,10/7/2015,,,,,-42284,1
"Christopher W. Cutler, Paul I. Eke, Caroline A. Genco, Thomas E. Van Dyke, Roland R. Arnold",Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide,"Infect. Immun. June 1996, p. 2282–2287 Vol. 64, No. 6",10.1128/iai.64.6.2282-2287.1996,,1996,USA,"Baylor College of Dentistry, Dallas, Texas",1,ImageDupl,No others found,1,,,"Cut, and duplicated SDS PAGE parts",1,1,1,7/28/2022,Elisabeth Bik,https://pubpeer.com/publications/14AC92C45D375F267AE0D5AA764D92,3/8/2015,,,,,-42071,1
"Yizheng Wang, Daniel L. Small, Danica B. Stanimirovic, Paul Morley, & Jon P. Durkin",AMPA receptor-mediated regulation of a Gi-protein in cortical neurons,"Nature, Vol. 389, 2 October 1997, Page 502",10.1038/39062,Nature,1997,Canada,"Cellular Neurobiology Group, Institute for Biological Sciences, National Research Council of Canada, Ottawa, Ontario",1,ImageDupl,No others found,,,1,"Duplicated blot panels, multiple cases",1,1,1,3/10/2020,Elisabeth Bik,https://pubpeer.com/publications/9B0480B50CD7C3C68989EBA97DDB16,5/3/2015,,,1,12/20/2017,962,1
"Hideki Sakahira, Masato Enari, & Shigekazu Nagata",Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis,Nature. 1998 Jan 1;391(6662):96-9.,10.1038/34214,Nature,1998,Japan,"Department of Genetics, Osaka University Medical School",1,ImageDupl,No others found,,,1,Duplicated lanes within same gel panel,1,1,1,3/10/2020,"Elisabeth Bik, secondary",https://pubpeer.com/publications/3FA161C171F5BF3FE169ACFC3372D7,5/3/2015,,,1,10/29/2015,179,1
"N. Zhi, N. Ohashi, Y. Rikihisa, H. W. Horowitz, G. P. Wormser, K. Hechemy",Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis,"J. Clin. Microbiol. 1998, 36(6):1666-1673",10.1128/JCM.36.6.1666-1673.1998,,1998,USA,"College of Veterinary Medicine, The Ohio State University, Columbus, Ohio",1,ImageDupl,No others found,1,,,duplication of whole blot?,1,1,1,5/25/2023,Elisabeth Bik,https://pubpeer.com/publications/EFEBD856B18288D22F131F1145DCE4,7/1/2015,,,1,10/24/2023,3037,1
"Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein",14-3-3Sigma is required to prevent mitotic catastrophe after DNA damage,"Nature, Vol. 401, 7 October 1999, page 616",10.1038/44188,Nature,1999,USA,"The Johns Hopkins Oncology Center, Program in Human Genetics, and The Howard Hughes Medical Institute, The Johns Hopkins University School of Medicine, 424 N. Bond Street, Baltimore, Maryland",1,ImageDupl,No others found,,1,,"Rotated microscopy image, authors replied on PP",1,1,1,12/19/2021,"Elisabeth Bik, secondary",https://pubpeer.com/publications/876EA56A4549BCAA87455EA00E5A19,5/3/2015,,,1,8/22/2023,3033,1
"Kathy G. Sutton, John E. McRory, Heather Guthrie, Timothy H. Murphy, & Terrance P. Snutch",P/Q-type calcium channels mediate the activity-dependent feedback of syntaxin-1A,"Nature, Vol. 401, 21 OCTOBER 1999, page 800",10.1038/44586,Nature,1999,Canada,"Biotechnology Laboratory, and ‡ Kinsmen Laboratory of Neurological Research, Dept Psychiatry University of British Columbia, Vancouver",1,ImageDupl,No others found,,,1,Multiple cases of lanes that look similar,1,1,1,3/10/2020,Elisabeth Bik,https://pubpeer.com/publications/F02200B3EE9A16F40582CB65638B7D,5/3/2015,,,,,-42127,1
"Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, Mengfei Ho",Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus,"Infection, and Immunity, Jan. 1999, p. 80–87 Vol. 67, No. 1",PMID:9864199,,1999,USA,"Department of Biochemistry, and Molecular Biology, Wright State University School of Medicine, Dayton, Ohio 45435",1,ImageDupl,No others found,1,,,"Identical microscopy panels, might be error",1,1,1,7/28/2022,Elisabeth Bik,https://pubpeer.com/publications/8D4D57FF1FDEE8788A7594B5EBC4E5,4/12/2015,,,,,-42106,1
"Sameez Hasan, Paul O. Hassa, Ralph Imhof, & Michael O. Hottiger",Transcription coactivator p300 binds PCNA and may have a role in DNA repair synthesis,"Nature, Vol. 410, 15 March 2001, page 387",10.1038/35066610,Nature,2001,Switzerland,"Institute of Veterinary Biochemistry, University of ZuÈrich",1,ImageDupl,No others found,,,1,"Duplicated lanes, and blots",1,1,1,12/19/2021,"Elisabeth Bik, secondary",https://pubpeer.com/publications/AB2E6EB277314F8BC3456AC87E1655,5/3/2015,,,,,-42127,1
"G. Sethi Saberwal, M.K. Sharma, N. Balasinor, J. Choudhary, H.S. Juneja","Estrogen receptor, calcium mobilization and rat sperm motility","Molecular and Cellular Biochemistry 237: 11–20, 2002",10.1023/a:1016549922439,Springer,2002,India,"Institute for Research in Reproduction, Parel, Mumbai",1,ImageDupl,No others found,,1,,Rotated microscopy images,1,1,1,1/10/2021,Elisabeth Bik,https://www.pubpeer.com/publications/FA765D59594660F015BE22B8597E60,10/4/2015,,,,,-42281,1
"Fumiyuki Yamasaki, Seiji Hama, Hiroyuki Yoshioka, Yoshinori Kajiwara, Kaita Yahara, Kazuhiko Sugiyama, Yuji Heike Kazunori Arita, Kaoru Kurisu",Staurosporine-induced apoptosis is independent of p16 and p21 and achieved via arrest at G2/M and at G1 in U251MG human glioma cell line,Cancer Chemother Pharmacol (2003) 51: 271–283,10.1007/s00280-002-0562-z,Springer,2003,Japan,"Department of Neurosurgery, Faculty of Medicine, Hiroshima University, Hiroshima",1,ImageDupl,No others found,,,1,Duplicated parts of blots,1,1,1,1/25/2021,Elisabeth Bik,https://pubpeer.com/publications/620A6DAFD6EFABC70CE74B24B7BB25,6/28/2015,,,,,-42183,1
"Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, Dorota Czerucka",Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells,"Infection and Immunity 73: Feb. 2003, p. 766–773",10.1128/IAI.71.2.766-773.2003,ASM,2003,France,Laboratoire de Gastroent ́erologie et Nutrition,1,ImageDupl,No others found,,,1,multiple cases of duplicated bands within same blot,1,1,1,12/27/2019,"Elisabeth Bik, secondary",https://pubpeer.com/publications/A360C60C3423A9369A6D6F606CF35C,3/8/2015,,,,,-42071,1
"Laura W. Schrum, Ian Marriott, Betsy R. Butler, Elaine K. Thomas, Michael C. Hudson, Kenneth L. Bost",Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast,"Infect. Immun. Mar. 2003, p. 1209–1216",10.1128/IAI.71.3.1209-1216.2003,ASM,2003,USA,"Department of Biology, University of North Carolina at Charlotte, Charlotte, North Carolina",1,ImageDupl,No others found,1,,,duplicated microscopoy images,1,1,1,7/28/2022,Elisabeth Bik,https://pubpeer.com/publications/AFD88752840780291BBB6FD9369D0B,3/8/2015,,,,,-42071,1
"Shinya Sato, Junzo Kigawa, Yasunobu Kanamori Hiroaki Itamochi, Tetsuro Oishi, Muneaki Shimada Takahiro Iba, Jun Naniwa, Kazunori Uegaki, Naoki Terakawa",Activity of docetaxel in paclitaxel-resistant ovarian cancer cells,Cancer Chemother Pharmacol (2004) 53: 247–252,10.1007/s00280-003-0714-9,Springer,2004,Japan,"Department of Obstetrics and Gynecology, Tottori University School of Medicine, Nishimachi Yonago",1,ImageDupl,No others found,,,1,Duplicated bands within same gel,1,1,1,1/25/2021,Elisabeth Bik,https://pubpeer.com/publications/D004558D5E325EBD4C8D81874C87D1,6/28/2015,,,,,-42183,1
"Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, Sadao Kamidono",Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy,"Microbiol. Immunol., 48(4), 289–295, 2004",10.1111/j.1348-0421.2004.tb03525.x,Wiley,2004,Japan,"Divisiont of Urology, Kobe University Graduate School of Medicine, Kobe",1,ImageDupl,No others found,1,,,"Duplicated blot strips, two cases",1,1,1,8/11/2023,Elisabeth Bik,https://pubpeer.com/publications/2AEDE1F4EEEF9B01133EFF221E82A6,10/4/2015,,,,,-42281,1
"Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, Robert Bortolussi",Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide,"Infect. Immun. Mar. 2004, p. 1223–1229 Vol. 72, No. 3",10.1128/IAI.72.3.1223-1229.2004,ASM,2004,Canada,"Departments of Pediatrics, Dalhousie University, Halifax, Nova Scotia",1,ImageDupl,No others found,,1,,Mirrored blot,1,1,1,2/22/2022,Elisabeth Bik,https://pubpeer.com/publications/E8587A8AED1526A4E345D627C860A9,3/8/2015,,,,,-42071,1
"Wulamu Mamuti, Hiroshi Yamasaki, Yasuhito Sako, Minoru Nakao, Ning Xiao, Kazuhiro Nakaya, Naoki Sato, Dominique A. Vuitton, Renaud Piarroux, Marshall W. Lightowlers, Philip S. Craig, Akira Ito","Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B from Echinococcus multilocularis","J. Clin. Microbiol. 2004, 42(3):1082",10.1128/JCM.42.3.1082-1088.2004,ASM,2004,Japan,"Hokkaido University Hospital, Sapporo",1,ImageDupl,No others found,1,,,duplication of whole panel?,1,1,1,7/10/2023,Elisabeth Bik,https://pubpeer.com/publications/E95C4747164B613FFCB5CF9D6825D4,12/26/2014,,,,,-41999,1
"Kam Ming Ko, Po Yee Chiu",￼Structural determinants of schisandrin B which enhance mitochondrial functional ability and glutathione status as well as heat shock protein expression in rat hearts and H9c2 cells,"Molecular and Cellular Biochemistry 276: 227–234, 2005",10.1007/s11010-005-4539-1,Springer,2005,China,"Department of Biochemistry, The Hong Kong University of Science, & Technology, Clear Water Bay, Hong Kong",1,ImageDupl,No others found,,,1,"Reused lanes, mirrored",1,1,1,1/9/2021,Elisabeth Bik,https://www.pubpeer.com/publications/E55D74F3F1E2233DAAA380B01D2329,10/4/2015,1,,,11/15/2023,2964,1
"Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, Shiro Kato",Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test,"Microbiol. Immunol., 49(3), 219–225, 2005",10.1111/j.1348-0421.2005.tb03723.x,Wiley,2005,Japan,"School of Human Science, and Environment, University of Hyogo, Himeji, Hyogo",1,ImageDupl,No others found,,,1,"Possible patches in microscopy, possible duplicated lanes",1,1,1,1/11/2022,Elisabeth Bik,https://pubpeer.com/publications/CF9D3696A9BD531CA474C822741E9F,10/4/2015,,,1,2/19/2016,138,1
"Peter L. W. Yun, Arthur A. Decarlo, Cheryl C. Chapple, Neil Hunter",Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease,"Infect. Immun. Mar. 2005, p. 1386–1398 Vol. 73, No. 3",10.1128/IAI.73.3.1386-1398.2005,ASM,2005,Australia,"Westmead Millennium Institute, and Centre for Oral Health, Westmead Hospital, Sydney",1,ImageDupl,No others found,,1,,Overlapping microscopy panels,1,1,1,2/22/2022,Elisabeth Bik,https://pubpeer.com/publications/7E18E2341BCAC57F398B4AF201181E,3/8/2015,,,,,-42071,1
"Ingrid Ljuslinder, Beatrice Malmer, Irina Golovleva, Marcus Thomasson, Kjell Grankvist, Thomas Höckenström, Stefan Emdin, Yvonne Jonsson, Håkan Hedman, Roger Henriksson",Increased copy number at 3p14 in breast cancer,"Breast Cancer Research 2005, 7:R719-R727 ",10.1186/bcr1279,Springer/ BioMedCentral,2005,Sweden,"Department of Radiation Sciences, Oncology, Umeå University",1,ImageDupl,No others found,,1,,Duplicated blot; slightly different cut,1,1,1,4/5/2021,Elisabeth Bik,https://pubpeer.com/publications/E492349A5F5E593E1B9CBAF6202F1F,7/29/2015,,,,,-42214,1
"Manabu Emi, Ryungsa Kim, Kazuaki Tanabe, Yoko Uchida, Tetsuya Toge",Targeted therapy against Bcl-2-related proteins in breast cancer cells,"Breast Cancer Research 2005, 7:R940-R952",10.1186/bcr1323,Springer/ BioMedCentral,2005,Japan,"Department of Surgical Oncology, Research Institute for Radiation Biology, and Medicine, Hiroshima University",1,ImageDupl,No others found,,1,,"Reused, and rotated blots, multiple cases",1,1,1,7/25/2023,Elisabeth Bik,https://pubpeer.com/publications/04C0C3DA73C92B8CAB2CF4C8F76B5C,7/29/2015,,,1,2/17/2019,1299,1
"Jian-Ping Liu, Nan-Song Liu, Han-Ying Yuan, Qian Guo, Hong Lu, Yu-Yang Li",Human homologue of SETA binding protein 1 interacts with cathepsin B and participates in TNF-induced apoptosis in ovarian cancer cells,"Molecular and Cellular Biochemistry 292: 189–195, 2006",10.1007/s11010-006-9214-7,Springer,2006,China,"State Key Laboratory of Genetic Engineering, Institute of Genetics, School of Life Sciences, Fudan University, Shanghai",1,ImageDupl,No others found,,,1,Duplicated lanes in same agarose gel,1,1,1,1/9/2021,Elisabeth Bik,https://www.pubpeer.com/publications/1DD8FAA14AB8758FB19CA05E9F6A59,10/4/2015,,,,,-42281,1
"M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo",Autoantibodies from Sjögren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253,Journal of Autoimmunity 27 (2006) 38-49,10.1016/j.jaut.2006.05.001,Elsevier/ScienceDirect (10.1016),2006,Italy,"Human Anatomy, and Histology, University of Bari, Bari",1,ImageDupl,No others found,,,1,"Overlapping microscopy, duplicated bands within blots",1,1,1,12/19/2021,Elisabeth Bik,https://pubpeer.com/publications/EE90B73A942385D0ED4636D3874CF9,10/4/2015,,,,,-42281,1
"Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds",In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2,"Lung Cancer (2006) 53, 273—284",10.1016/j.lungcan.2006.06.006,Elsevier/ScienceDirect (10.1016),2006,Australia,"Royal Adelaide Hospital, and Hanson Institute, Adelaide",1,ImageDupl,No others found,,1,,Overlapping microscopy images,1,1,1,12/19/2021,Elisabeth Bik,https://pubpeer.com/publications/F08F0321F15606CC0A279FF4AF4841,10/4/2015,,,1,11/1/2016,394,1
